it,alpha,cz_lp,cz_round,d_lp,d_round,d_lp_n,d_round_n,delta,delta_n,frac,dist,viol_max,viol_sum,feas,improving,ub,ub_eff,ub_free,z_best,stall,t
0,0,203.5,0,-19.25,-222.75,-0.5,-5.785714286,-203.5,-5.285714286,36,36,1,16,0,0,222.75,0,1,0,0,0.0002255439758
1,0,203.5,60,-19.25,-162.75,-0.5,-4.227272727,-143.5,-3.727272727,36,51.625,3,316,0,0,222.75,222.75,0,0,1,0.004366636276
2,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,-5.684341886e-14,-1.476452438e-15,-7.327471963e-15,7.327471963e-15,0,0,1,1,222.75,222.75,0,214,0,0.1485130787
3,0,214,492,-8.75,269.25,-0.2272727273,6.993506494,278,7.220779221,3.330669074e-15,23,7,106,0,0,222.75,222.75,0,214,1,0.3626587391
4,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,-6.252776075e-12,-1.624097682e-13,4.067487088e-13,7.757757399e-12,0,0,1,0,222.75,222.75,0,214,2,0.4734880924
5,0,214,210,-8.75,-12.75,-0.2272727273,-0.3311688312,-4,-0.1038961039,3.15303339e-14,22,6,92,0,0,222.75,222.75,0,214,3,0.5809485912
6,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,2.134470378e-11,5.544078904e-13,6.712766454e-15,4.616741809e-11,0,0,1,0,222.75,222.75,0,214,4,0.6809623241
7,0,214,156,-8.75,-66.75,-0.2272727273,-1.733766234,-58,-1.506493506,-2.620126338e-13,24,3,60,0,0,222.75,222.75,0,214,5,0.7732570171
8,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,3.055333764e-11,7.935931854e-13,-4.11562899e-12,6.313670351e-11,0,0,1,0,222.75,222.75,0,214,6,0.9163031578
9,0,214,352,-8.75,129.25,-0.2272727273,3.357142857,138,3.584415584,-3.015010993e-13,29,4,116,0,0,222.75,222.75,0,214,7,1.027816057
10,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,3.728928277e-11,9.685527993e-13,1.293013784e-12,1.306118586e-10,0,0,1,0,222.75,222.75,0,214,8,1.086529732
11,0,214,72,-8.75,-150.75,-0.2272727273,-3.915584416,-142,-3.688311688,-8.260059303e-14,18,1,44,0,0,222.75,222.75,0,214,9,1.128731012
12,0,214,3354,-8.75,3131.25,-0.2272727273,81.33116883,3140,81.55844156,4.307665336e-14,297,5,1050,0,0,222.75,222.75,0,214,10,1.238215208
13,0,214,3796,-8.75,3573.25,-0.2272727273,92.81168831,3582,93.03896104,-1.576516695e-14,332,5,1138,0,0,222.75,222.75,0,214,11,1.385833502
14,0,214,4212,-8.75,3989.25,-0.2272727273,103.6168831,3998,103.8441558,-2.575717417e-14,367,6,1272,0,0,222.75,222.75,0,214,12,1.54181385
15,0,214,3218,-8.75,2995.25,-0.2272727273,77.7987013,3004,78.02597403,4.185540803e-14,324,7,1192,0,0,222.75,222.75,0,214,13,1.71485281
16,0,214,3508,-8.75,3285.25,-0.2272727273,85.33116883,3294,85.55844156,1.887379142e-15,322,5,1150,0,0,222.75,222.75,0,214,14,1.88056016
17,0,214,3920,-8.75,3697.25,-0.2272727273,96.03246753,3706,96.25974026,2.997602166e-15,327,5,1248,0,0,222.75,222.75,0,214,15,2.02604413
18,0,214,3610,-8.75,3387.25,-0.2272727273,87.98051948,3396,88.20779221,1.032507413e-14,315,5,1142,0,0,222.75,222.75,0,214,16,2.170945883
19,0,214,3338,-8.75,3115.25,-0.2272727273,80.91558442,3124,81.14285714,1.071365219e-13,305,5,1144,0,0,222.75,222.75,0,214,17,2.321312189
20,0,214,4136,-8.75,3913.25,-0.2272727273,101.6428571,3922,101.8701299,2.575717417e-14,340,5,1228,0,0,222.75,222.75,0,214,18,2.496603727
21,0,214,3224,-8.75,3001.25,-0.2272727273,77.95454545,3010,78.18181818,-6.850076062e-14,332,6,1134,0,0,222.75,222.75,0,214,19,2.668266773
22,0,214,3444,-8.75,3221.25,-0.2272727273,83.66883117,3230,83.8961039,-2.886579864e-15,346,6,1206,0,0,222.75,222.75,0,214,20,2.881186724
23,0,214,3232,-8.75,3009.25,-0.2272727273,78.16233766,3018,78.38961039,-3.996802889e-15,306,5,1116,0,0,222.75,222.75,0,214,21,3.112190723
24,0,214,3748,-8.75,3525.25,-0.2272727273,91.56493506,3534,91.79220779,3.075317778e-14,337,5,1204,0,0,222.75,222.75,0,214,22,3.270552397
25,0,214,3362,-8.75,3139.25,-0.2272727273,81.53896104,3148,81.76623377,-1.398881011e-14,302,5,1088,0,0,222.75,222.75,0,214,23,3.456518173
26,0,214,2852,-8.75,2629.25,-0.2272727273,68.29220779,2638,68.51948052,-8.881784197e-16,293,5,994,0,0,222.75,222.75,0,214,24,3.638534069
27,0,214,3626,-8.75,3403.25,-0.2272727273,88.3961039,3412,88.62337662,2.309263891e-14,329,5,1214,0,0,222.75,222.75,0,214,25,3.818242073
28,0,214,4436,-8.75,4213.25,-0.2272727273,109.4350649,4222,109.6623377,4.996003611e-15,344,5,1244,0,0,222.75,222.75,0,214,26,3.968415499
29,0,214,3718,-8.75,3495.25,-0.2272727273,90.78571429,3504,91.01298701,8.659739592e-15,319,4,1166,0,0,222.75,222.75,0,214,27,4.150029898
30,0,214,3498,-8.75,3275.25,-0.2272727273,85.07142857,3284,85.2987013,1.776356839e-14,322,5,1172,0,0,222.75,222.75,0,214,28,4.307906151
31,0,214,3646,-8.75,3423.25,-0.2272727273,88.91558442,3432,89.14285714,-3.996802889e-15,332,5,1158,0,0,222.75,222.75,0,214,29,4.491424799
32,0,214,3792,-8.75,3569.25,-0.2272727273,92.70779221,3578,92.93506494,1.22235555e-13,354,6,1282,0,0,222.75,222.75,0,214,30,4.683279276
33,0,214,3168,-8.75,2945.25,-0.2272727273,76.5,2954,76.72727273,3.441691376e-15,319,5,1100,0,0,222.75,222.75,0,214,31,4.89492774
34,0,214,3502,-8.75,3279.25,-0.2272727273,85.17532468,3288,85.4025974,4.440892099e-15,322,6,1206,0,0,222.75,222.75,0,214,32,5.066038609
35,0,214,3818,-8.75,3595.25,-0.2272727273,93.38311688,3604,93.61038961,-4.785061236e-14,327,5,1262,0,0,222.75,222.75,0,214,33,5.214381218
36,0,214,3620,-8.75,3397.25,-0.2272727273,88.24025974,3406,88.46753247,2.997602166e-14,332,6,1148,0,0,222.75,222.75,0,214,34,5.401507616
37,0,214,3402,-8.75,3179.25,-0.2272727273,82.57792208,3188,82.80519481,1.554312234e-14,300,5,1084,0,0,222.75,222.75,0,214,35,5.564373493
38,0,214,3776,-8.75,3553.25,-0.2272727273,92.29220779,3562,92.51948052,2.509104036e-14,331,5,1216,0,0,222.75,222.75,0,214,36,5.736181021
39,0,214,3674,-8.75,3451.25,-0.2272727273,89.64285714,3460,89.87012987,2.664535259e-15,336,5,1216,0,0,222.75,222.75,0,214,37,5.906962872
40,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,-1.98951966e-13,-5.167583533e-15,6.370109499e-12,9.5097075e-11,0,0,1,0,222.75,222.75,0,214,38,6.080395222
41,0,214,496,-8.75,273.25,-0.2272727273,7.097402597,282,7.324675325,1.887379142e-14,29,7,144,0,0,222.75,222.75,0,214,39,6.25856781
42,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,-3.390709935e-11,-8.807038792e-13,-1.673606706e-12,5.600453263e-10,0,0,1,0,222.75,222.75,0,214,40,6.385790825
43,0,214,310,-8.75,87.25,-0.2272727273,2.266233766,96,2.493506494,-6.458639583e-13,28,3,112,0,0,222.75,222.75,0,214,41,6.47971797
44,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,-4.746425475e-12,-1.232837786e-13,-1.801274273e-12,2.956799951e-11,0,0,1,0,222.75,222.75,0,214,42,6.559478998
45,0,214,152,-8.75,-70.75,-0.2272727273,-1.837662338,-62,-1.61038961,1.658673199e-13,10,1,56,0,0,222.75,222.75,0,214,43,6.592250824
46,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,-1.392663762e-12,-3.617308473e-14,-8.84163735e-13,4.020205825e-11,0,0,1,0,222.75,222.75,0,214,44,6.614728928
47,0,214,254,-8.75,31.25,-0.2272727273,0.8116883117,40,1.038961039,-9.259260025e-14,17,5,74,0,0,222.75,222.75,0,214,45,6.646459579
48,0,214,4030,-8.75,3807.25,-0.2272727273,98.88961039,3816,99.11688312,9.259260025e-14,357,6,1272,0,0,222.75,222.75,0,214,46,6.738486052
49,0,214,3358,-8.75,3135.25,-0.2272727273,81.43506494,3144,81.66233766,-2.553512957e-15,315,5,1120,0,0,222.75,222.75,0,214,47,6.939863682
50,0,214,3546,-8.75,3323.25,-0.2272727273,86.31818182,3332,86.54545455,3.785860514e-14,346,5,1272,0,0,222.75,222.75,0,214,48,7.138025999
51,0,214,3642,-8.75,3419.25,-0.2272727273,88.81168831,3428,89.03896104,-5.462297281e-14,313,5,1132,0,0,222.75,222.75,0,214,49,7.30783391
52,0,214,3684,-8.75,3461.25,-0.2272727273,89.9025974,3470,90.12987013,1.003641614e-13,311,5,1088,0,0,222.75,222.75,0,214,50,7.492705584
53,0,214,3572,-8.75,3349.25,-0.2272727273,86.99350649,3358,87.22077922,-6.550315845e-15,314,4,1132,0,0,222.75,222.75,0,214,51,7.668203831
54,0,214,3452,-8.75,3229.25,-0.2272727273,83.87662338,3238,84.1038961,-3.441691376e-15,324,5,1190,0,0,222.75,222.75,0,214,52,7.860698223
55,0,214,3228,-8.75,3005.25,-0.2272727273,78.05844156,3014,78.28571429,5.83977311e-14,316,6,1124,0,0,222.75,222.75,0,214,53,8.034650803
56,0,214,3548,-8.75,3325.25,-0.2272727273,86.37012987,3334,86.5974026,-7.438494265e-14,334,6,1218,0,0,222.75,222.75,0,214,54,8.196917295
57,0,214,3600,-8.75,3377.25,-0.2272727273,87.72077922,3386,87.94805195,-8.54871729e-15,342,5,1316,0,0,222.75,222.75,0,214,55,8.370951176
58,0,214,3968,-8.75,3745.25,-0.2272727273,97.27922078,3754,97.50649351,2.775557562e-14,333,5,1154,0,0,222.75,222.75,0,214,56,8.569256783
59,0,214,3588,-8.75,3365.25,-0.2272727273,87.40909091,3374,87.63636364,2.114974862e-13,324,5,1150,0,0,222.75,222.75,0,214,57,8.766167879
60,0,214,4356,-8.75,4133.25,-0.2272727273,107.3571429,4142,107.5844156,-2.418065748e-13,324,5,1222,0,0,222.75,222.75,0,214,58,8.957993984
61,0,214,3198,-8.75,2975.25,-0.2272727273,77.27922078,2984,77.50649351,-2.70894418e-14,300,5,1074,0,0,222.75,222.75,0,214,59,9.1133883
62,0,214,3400,-8.75,3177.25,-0.2272727273,82.52597403,3186,82.75324675,4.884981308e-15,327,7,1132,0,0,222.75,222.75,0,214,60,9.273180962
63,0,214,3384,-8.75,3161.25,-0.2272727273,82.11038961,3170,82.33766234,-1.181277298e-13,318,5,1046,0,0,222.75,222.75,0,214,61,9.488346577
64,0,214,3928,-8.75,3705.25,-0.2272727273,96.24025974,3714,96.46753247,6.283862319e-14,334,5,1182,0,0,222.75,222.75,0,214,62,9.66288352
65,0,214,3778,-8.75,3555.25,-0.2272727273,92.34415584,3564,92.57142857,-1.243449788e-14,351,6,1264,0,0,222.75,222.75,0,214,63,9.840637922
66,0,214,3388,-8.75,3165.25,-0.2272727273,82.21428571,3174,82.44155844,-3.108624469e-15,312,5,1170,0,0,222.75,222.75,0,214,64,10.0042398
67,0,214,214,-8.75,-8.75,-0.2272727273,-0.2272727273,-1.091393642e-11,-2.834788681e-13,-7.845913284e-12,7.62243198e-11,0,0,1,0,222.75,222.75,0,214,65,10.1554482
68,0,214,218,-8.75,-4.75,-0.2272727273,-0.1233766234,4,0.1038961039,2.220446049e-16,20,5,84,0,0,222.75,222.75,0,214,66,10.25248432
